,sources_quote,label
5016,charlie crist bizarrely vetoed 97 million teaching hospital university florida despite previously argued budget request merit,1
5017,american power act would cut dependence oil half,1
5018,sixtyfour percent american support arizona immigration law,1
5019,democratic congress already taken significant step create job jumpstart economy resulting lowest tax rate 50 year creation 500000 new job far year,1
5020,interior department 30 day review exploration plan submitted oil company leaf time appropriate environmental review result continually waived,1
5021,ceo ebay whitman started separate division sell porn,1
5022,say arizona immigration law expressly ban racial profiling,1
5023,know thing first hit signed declaration emergency six county directly affected impacted panhandle extended long thereafter sarasota county,1
5024,florida rank 45th 50 state regulatory climate business,1
5025,program immigrant come bring million dollar order get green card theyre going create job,1
5026,say state rep jim keffer gop lieutenant house speaker joe straus mail piece democrat mark strama help defeat republican,1
5027,say marine vietnam,1
5028,say opponent dorman grace brag facebook page receiving illegal campaign contribution,1
5029,last year bill mccollum spent 22 million dollar produce air campaignstyle tv ad featured almost every frame,1
5030,elena kagan new york city radical marxist lawyer,1
5031,kagan took money goldman sachs like bos obama,1
5032,louisiana sen mary landrieu received almost 18 million bp last decade,1
5033,john mccain began career washington lobbyist appointed 1976 navy liaison united state senate,1
5034,powerful houston democrat sylvia garcia democrat county commissioner harris county elyse lanier wife former liberal democrat mayor bob lanier sponsored democrat fundraiser speaker joe straus numerous democrat official highranking union official,1
5035,filed every disclosure ever required,1
5036,democrat say chafee want tax equipment enables amputee veteran drive,1
5037,rick scott former health care company columbiahca committed fraud,1
5038,starting 2011 required pay tax value whatever health insurance given company,1
5039,say gop challenger doug macginnitie hadnt voted republican primary almost 20 year 2008,1
5040,today boot ground near southwest border time history,1
5041,u deficit increase 3 million per second,1
5042,texas highest share minimumwage worker nation,1
5043,worked att responsible large part 5 billion organization,1
5044,west raised 2 million would leave beach ruin end social security medicare give corporation free reign,1
5045,stood barack obama passing legislation prevents forced join government health plan buy health insurance,1
5046,florida alone 35 billion year spent health care criminal justice illegal immigrant,1
5047,say u rep michael mccaul sixthrichest person congress,1
5048,blue cross new 90million providence headquarters outfitted 25 million decor,1
5049,four year congressman u rep hank johnson never talked marta,1
5050,gov rick perry broke promise would accept 40000 pay increase,1
5051,scott maddox lobbyist,1
5052,scott maddox run losing campaign 3 florida 4 available cabinet position,1
5053,go look definition act god weve used legal term long time state,1
5054,fiftythree percent teen central fall getting pregnant,1
5055,say estimate texas face 18 billion budget gap number somebody reached air grabbed,1
5056,u government sign un treaty conventional arm u citizen subject gun law created foreign government,1
5057,every major study done legitimate group show hundred thousand job created pas capandtrade legislation wind pricing carbon,1
5058,opponent november 2008 sent missive white house president obamaelect said here need sell capandtrade american people,1
5059,rick perry attempted fasttrack unnecessary coalfired power plant degrade air quality would cost billion fortunately court stopped,1
5060,say republican candidate oregon advocating violence gay,1
5061,still average metro region,1
5062,year added average 200000 job per month majority private sector stark contrast bush administration record losing average nearly 750000 job per month last three month,1
5063,rhode island applied 1percent sale tax item exempt sale tax state would receive additional 89376857,1
5064,read arizona immigration law say stopped violating law suspicion youre illegal ask youre legal,1
5065,primary election result show democrat strong kentucky democratic candidate got vote rand paul,1
5066,three day last week gov rick perry flew five city taxpayer expense holding press conference delivering 2325000 check,1
5067,right every single one oil company today dozen others drilling free gulf mexico lease cost american taxpayer 50 billion lost royalty,1
5068,hospital rick scott columbiahca health care company top executive said even turned away poor man left die outside door,1
5069,bp setting claim office throughout state,1
5070,national debt gone 1729000000 isner v mahut match,1
5071,last 6 year 420 election state senator state representative three incumbent defeated,1
5072,incoming house speaker dean cannon incoming senate president mike haridopolos said plan champion effort next legislative session allow oil rig florida coast,1
5073,arizona immigration law police required check immigration status someone lawn overgrown dog barking loudly,1
5074,moment energy company spend 025 percent rd,1
5075,number illegal immigrant term apprehension indicates fewer illegal crossing also term actual enforcement action,1
5076,donna campbell called ending federal funding education,1
5077,ceo wwe linda mcmahon caught tipping ringside physician federal investigation illegally distributing steroid wrestler,1
5078,past two year democrat spent money country spent last 200 year combined,1
5079,house never failed pas budget modern era,1
5080,bill mccollum recovered 200 million medicaid fraud,1
5081,georgia dropout rate thats higher alabama,1
5082,bill mccollum hold position embryonic stem cell research barack obama,1
5083,teller paid kickback directing elderly consumer safe deposit risky one,1
5084,lawyer brought case nationsbank said publicly alex sink nothing case nothing situation didnt know problem,1
5085,say scott walker want make abortion illegal even case rape incest protect life mother,1
5086,california credit rating worst country,1
5087,congress nathan deal leader came protecting border,1
5088,say lloyd doggett voted health care stimulus capandtrade bill,1
5089,tampa bay ray price judged affordable professional sport,1
5090,banking committee voted 1336page bill committee 21 minute amendment understanding bill came floor would reach bipartisan agreement,1
5091,health reform eliminates copays deductible cost preventative care provides free annual wellness checkup starting next year,1
5092,become nominee democratic nominee prochoice candidate ballot,1
5093,2 percent oil reserve world consume 25 percent world oil daily basis,1
5094,end governor rick perry term drained texas taxpayer 360000 pay rental mansion living historic governor mansion repaired,1
5095,thanks one week largest gop facebook page governor race,1
5096,member american public ever killed commercial nuclear power record unmatched fuel,1
5097,say said last year there absolutely reason texas secede,1
5098,spaceshuttle program terminated russia china nation capability launch human space,1
5099,case general motor bush administration wrote check without asking condition change,1
5100,rick scott heavily invested company geared helping illegal alien transfer money family friend country,1
5101,addition 1 percent sale tax would cost typical household hillsborough county approximately 12 month,1
5102,passage clinton budget bill 1993 led enormous flowering economy america,1
5103,say new health care law delivers 13 billion tax increase family special need,1
5104,never filibusterproof senate,1
5105,american spend 100 day year working government even start working,1
5106,crist sent top policy staffer house committee testify support proposal vetoed bill,1
5107,john paul stevens protestant u supreme court,1
5108,video doesnt show broader picture firing going american troop,1
5109,amassing military strength country fewer 100 member al qaeda remain,1
5110,florida statute require attorney general bill mccollum consult member florida congressional delegation filing lawsuit health care reform law,1
5111,president obama attempted filibuster justice alito sits supreme court,1
5112,say new program jail time nonviolent mentally ill offender reduced 50 percent,1
5113,say holly turner failed vote five straight republican primary,1
5114,say introduced ban dirty dancing,1
5115,overall fact illegal immigration actually getting worse,1
5116,state budget gone 80 percent rick perry,1
5117,ive taken federal government,1
5118,making ever oil gas right secret oil production texas peaked 1970s,1
5119,say texas general land office earned school child texas 45193289 wind lease havent produced watt energy,1
5120,early census return showing conservative measurably le likely liberal return census form,1
5121,path obamacare becoming law started charlie crist supporting president obamas 787 billion stimulus,1
5122,census also shortest least intrusive count modern history,1
5123,registration fewer 20 percent florida voter independent,1
5124,congress tell supreme court case ought hear authority,1
5125,new arizona immigration law say police officer stop anyone appears reasonably suspicious undocumented person,1
5126,arizona law make state crime something already federal crime,1
5127,gov lawton chile said become become speaker house would worst nightmare,1
5128,daniel webster said he say he,1
5129,ive even cut salary twice,1
5130,exporter using federal loophole deceptively sell product made cat dog fur u consumer,1
5131,ban practice earmark could save american taxpayer anywhere 15 billion 20 billion dollar year porkbarrel spending,1
5132,106000 soldier prescription three week pain depression anxiety medication,1
5133,last year borrowed 14 trillion 41 cent every dollar spent half debt held foreign investor,1
5134,police officer state right check immigration status people arrest,1
5135,financial reform million dollar spent per congressman lobbying expense issue industry four lobbyist per member house senate working,1
5136,fifteen year ago asset six largest bank country totaled 17 percent gdp asset six largest bank united state today total 63 percent gdp,1
5137,republican challenger bill flores never voted general election district,1
5138,bill young us campaign money among thing luxury car,1
5139,american people appalled learn health care bill exempts congressional leadership committee staff,1
5140,marco rubios income skyrocketed power increased,1
5141,national debt track exceed size entire economy two year,1
5142,associated press called charlie crists attack top context true,1
5143,say democrat voted wall street bailout,1
5144,cost implement florida class size amendment far 16 billion,1
5145,health care bill subsidize family four make 80000 year,1
5146,snitker virtually ignored major medium,1
5147,senate republican education plan unfunded mandate local school district,1
5148,reform every insured american get valuable consumer protection every uninsured american become insured,1
5149,florida cost medicaid expansion 16 billion year,1
5150,iraq war longest war,1
5151,year spent money taken,1
5152,democratic health care plan government takeover nearly 20 percent economy,1
5153,lot idea term health insurance exchange able pool improve purchasing power individual insurance market originated heritage foundation,1
5154,farouk fire,1
5155,day republican state leader resigned disgrace shredit truck rolled republican headquarters,1
5156,actually reagan democrat republican,1
5157,since famous day february governor campaigned barack obama behalf stimulus program 211000 floridian lost job,1
5158,week received news first time social security paying benefit taking something supposed happen 2016,1
5159,massachusetts scott brown republican affiliation secret clearly display,1
5160,washington time pointed succeeded previous administration failed spending cut,1
5161,1 issue american people care getting america back work,1
5162,texan arent millionaire,1
5163,transtexas corridor dead,1
5164,close half folk country illegally entered legally overstayed visa,1
5165,obamas job approval rating,1
5166,president bush took office 2001 inherited 236 billion budget surplus projected 10year surplus 56 trillion ended term left 13 trillion deficit projected 10year shortfall 8 trillion,1
5167,definitely lost way job texas year gained lost 300000 job texas alone year,1
5168,democratic campaign fla governor ever kind resource early election cycle,1
5169,tenure mayor saw houston crime rate drop lowest level 25 year,1
5170,1000 people move texas every day,1
5171,florida cfo shut krakow scam refunded 12 million josephine victim con man,1
5172,local version amendment 4 taxpayer st pete beach pay hundred thousand legal bill,1
5173,rubio admitted would accepted stimulus money,1
5174,house speaker nancy pelosi said week democrat pas terrible health care bill american people actually find whats,1
5175,sen kay bailey hutchisons concession speech came le 20 percent precinct counted,1
5176,house appropriation chair david obeys partial earmark ban wouldnt apply 90 earmark,1
5177,health insurance company cost 4 percent health care spending,1
5178,industrialized nation relies heavily forprofit medical insurance industry provide basic health care,1
5179,individual small business hit increase health insurance premium high 39 percent,1
5180,mr president multiple time administration come statement republican idea solution health care,1
5181,challenge administration suspend le 37 public official 36 month,1
5182,president obamas proposed spending freeze reduce 42 trillion government spending proposed 2011 2020 little onehalf 1 percent,1
5183,inequality texas steadily getting worse rich people great many poor people fewer fewer middle,1
5184,majority american still oppose health care bill,1
5185,virginia opportunity become first state east coast explore produce oil natural gas offshore,1
5186,cut tax 95 percent working family,1
5187,beginning last decade america budget surplus 200 billion time took office oneyear deficit 1 trillion projected deficit 8 trillion next decade,1
5188,first time history administration post white house visitor online,1
5189,u sen kay bailey hutchison voted continue roe v wade,1
5190,u sen kay bailey hutchison voted nine separate time raise national debt ceiling,1
5191,pwned house gop dominates twitter youtube social medium congress,1
5192,democratic president considerably effective creating privatesector job,1
5193,texas department transportation misplaced billion dollar,1
5194,even high estimate early draft health care plan le 18 trillion cost bush tax cut,1
5195,500 detainee released guantanamo bush administration,1
5196,oil money federal lease used clean mess damage drilling,1
5197,texas 1 name new male baby many vote one day jose,1
5198,obama czar romanov,1
5199,contends president obama literally said capandtrade proposal pas utility rate word would necessarily skyrocket,1
5200,first round repayment financial institution received tarp money government actually turned profit,1
5201,president obama 60 percent gm union buddy almost 20 percent,1
5202,nuclear test conducted nation time earth 2054th nuclear test five permanent member un security council conducted 9999 percent total nuclear test,1
5203,houston thirdmost toxic city united state america,1
5204,law clear monies recouped tarp shall paid general fund treasury reduction public debt,1
5205,republican voted stimulus happy claim credit recovery act project job project produced come ribbon cutting,1
5206,texas graduation rate rank 43rd 50 state,1
5207,senatepassed health care bill identical massachusetts health care plan thing,1
5208,us headline portray gov rick perry beholden special interest,1
5209,passed without frankly help republican caucus passed 25 tax cut last year mostly aimed middle class small business,1
5210,state texas even use everify system determine someone legally country apply job,1
5211,obama came office 13 trillion deficit passed law came 8 trillion worth debt next decade,1
5212,geithner still didnt correct type error year even internal revenue service flagged failure pay tax year,1
5213,obamas economic plan creates 600000 new government job thats size post office work force,1
5214,sen obama never taken party leader single major issue,1
5215,race tighten thats happens end campaign always,1
5216,fidel castro made preference known campaign unkind thing say,1
5217,barack obama said people making le 250000 would benefit plan said youre family making le 200000 youll benefit,1
5218,mccain called le regulation 21 time year,1
5219,april sen mccain came helping woman earn equal pay equal work,1
5220,john mccains health care plan wont guarantee coverage cancer screening maternity care,1
5221,job loss certain new capandtax plan includes provision accommodating newly unemployed worker resulting driedup energy sector tune 42 billion eight year much creating job,1
5222,68 percent stimulus money actually spent,1
5223,across country 174 billion recovery act committed first 130 day,1
5224,time someone like scalia ginsburg got 95plus vote,1
5225,californian consume 40 percent le energy per person national average,1
5226,town hall meeting health care abc didnt even allow ad opposed president health care plan aired,1
5227,every year tobacco kill american world war ii aid cocaine heroin alcohol vehicular accident homicide suicide combined,1
5228,medicare medicaid single biggest driver federal deficit federal debt huge margin,1
5229,say congressional budget office estimate capandtrade program would cost average family equivalent postage stamp day,1
5230,barack obama democrat proposed tax health insurance,1
5231,nowviral video impressionable youngster public school new jersey instructed sing praise barack hussein obama,1
5232,goldman sachs barack obamas 1 private contributor,1
5233,national security agency say iran nuclear ambition advancing time slashing nuclear arsenal,1
5234,fdr called socialist communist,1
5235,baucus bill contains provision would send massive federal subsidy directly private insurance plan governmentchartered cooperative pay elective abortion,1
5236,state still legal deny woman coverage shes victim domestic violence,1
5237,mathematically white sox still get playoff,1
5238,medicare began public option hold 97 percent market share,1
5239,house representative never passed resolution disapproval condemn member behavior,1
5240,u rank 37th world health care,1
5241,started health care debate year ago 85 percent american people health insurance 95 percent 85 percent happy,1
5242,froze spending 2007 level 2013 would balance budget 2020 would cut national debt half,1
5243,nearly top 50 prescribers oxycodone united state florida,1
5244,florida legislature raised tax fee almost 2 billion 2009 session,1
5245,social security started age expectancy average man 58 62 62 woman,1
5246,there almost 1 million texan unemployed thats alltime record number state,1
5247,texas installed wind power state four country,1
5248,say gov charlie crist called rock star,1
5249,reconciliation used tax cut rich twice bush,1
5250,debt almost doubled austin gov perry,1
5251,washington cannot hide fact congress hiked national debt ceiling 143 trillion cannot hide fact budget theyre going forward 5 trillion debt next five year,1
5252,graduation rate highest ever,1
5253,lifespan average american le people nation spend far le health care put bluntly spend die sooner,1
5254,democrat health care bill would end denial coverage preexisting condition republican bill would,1
5255,due tax cut lower property value 2009 property tax almost 3 billion 2007 property tax,1
5256,seeing decrease violent crime,1
5257,report health insurance industry ignores key policy part senate finance committee bill,1
5258,western country ended dont ask dont tell policy,1
5259,baucus health care bill would require tax medical device xray machine female condom hiv test surgical needle,1
5260,reagan era productivity increased wage working people remained frozen,1
5261,health care premium consumer doubled since 2001,1
5262,forty percent gross domestic product state local federal money,1
5263,reagan era richest american top income tax rate cut half,1
5264,1950s lot people got rich pay top tax rate 90 percent,1
5265,richest 1 percent financial wealth bottom 95 percent combined,1
5266,defense department received onehalf 1 percent nearly trilliondollar stimulus package funding,1
5267,illegal immigrant currently occupy 8 million job,1
5268,texas last 50th spending mental health care,1
5269,january 8th important date american history day 1835 day history debt,1
5270,havent missed vote since 1993,1
5271,president obama broken pledge american people transparent throughout health care reform negotiation,1
5272,charlie crist broke quarter record fundraising u senate race florida,1
5273,president obama worst rating president end first year,1
5274,president obamas proposal call serious cut longterm carbon emission china india still allowed increase emission,1
5275,postsoviet industrial meltdown responsible progress reducing carbon emission europe able claim,1
5276,house representative prochoice majority,1
5277,candidate president obama declared everyone deserves access reproductive health care includes abortion vowed right would heart health care reform plan elected president,1
5278,barack obama wont even use term war terrorism,1
5279,guantanamo bay detainee get h1n1 vaccine,1
5280,president obama campaigned promise put reproductive health care center reform plan,1
5281,history tell u job growth always lag behind economic growth,1
5282,claim plan set panel bureaucrat power kill senior citizen lie plain simple,1
5283,didnt endorse federal stimulus bill,1
5284,three president last century harding kennedy reagan cut tax recession produced rapid dramatic economic recovery two herbert hoover barack obama opposite,1
5285,majority support democrat health care plan,1
5286,switzerland netherlands cover citizen using private insurer much le cost,1
5287,waterboard incidentally hundred military personnel waterboard training toughen,1
5288,since world war ii gerald ford bill clinton worse rating seven month president obama,1
5289,u rep alan grayson compared former vice president vampire compared america health care system holocaust,1
5290,florida secondhighest foreclosure rate nation,1
5291,republican repeatedly said agree 80 percent whats bill,1
5292,gov rick perry spent million dollar dc lobbyist asking federal money life luxury house cost taxpayer 10000 month,1
5293,opponent zero time judge zero ruling zero experience bench,1
5294,say paul workman voted democrat primary supporting democrat vote,1
5295,speaker rubio supported gun restriction included background check waiting period,1
5296,cbo found house republican health care plan would lower premium 10 percent purchaser individual market cost saving could even higher,1
5297,since 1981 reconciliation used 21 time used republican,1
5298,bill mccollum voted four time raise pay total 51000 earns congressional pension worth 75000 year,1
5299,bank president alex sink eliminated thousand florida job taking 8 million salary bonus,1
5300,one recent poll said 75 percent american people said either dont anything start health care reform,1
5301,fairly limited number people 25 million 30 million allowed access national health insurance exchange,1
5302,request increase troop sat desk white house presidency george w bush including vice president eight month resource request filled president obama march,1
5303,obama administration notified poland czech republic cancellation major missiledefense facility last minute midnight phone call,1
5304,proposed excise tax cadillac health plan hit making le 200000 hardest,1
5305,u taxpayer paid 71500 per job created stimulus bill,1
5306,20 percent american admit republican anymore,1
5307,say stopped capital metro raising fare senior disabled citizen,1
5308,100000 stimulus fund used martini bar brazilian steakhouse,1
5309,stimulus 15 million dollar went build bigger better airport town ouzinkie alaska population 165,1
5310,three month act took effect america lost 750000 job month last three month weve lost 35000 job month,1
5311,recent global warming summit copenhagen nancy pelosi others stayed fivestar hotel trip costing nearly 10000 per person,1
5312,three people tried convicted last administration military court two walking street right,1
5313,despite touting economic stimulus great triumph report however note unemployment average 10 percent rest year,1
5314,democratic poll operation show fox news trusted news operation country,1
5315,onethird economic stimulus package tax cut,1
5316,mccain said day would meet potentially prime minister spain wasnt sure whether aligned u,1
5317,average south korean 3 inch taller average north korean huge gulag,1
5318,john mccain want give oil company another 4billion tax break,1
5319,ten billion dollar taxpayerfunded bailouts flowed straight aig coffer foreign corporation foreign bank,1
5320,1908 model earned better gas mileage typical suv sold 2008,1
5321,aig said giving 57 million retention payment people terminated,1
5322,bipartisan legislation got senate would prevented bonus like aigs somehow mysteriously disappeared,1
5323,last week blue chip economic indicator came survey lot private forecaster almost predicting turnaround third quarter positive growth fourth quarter,1
5324,dont earmark ive never done one im going one,1
5325,middleclass family donates 1 charity get 15 cent income tax bill gate donates 1 charity take 35 cent income tax,1
5326,average ceo make 10000 every day average worker make every year,1
5327,senator obama liberal voting record united state senate,1
5328,iranian woman show much hair public risk beaten killed,1
5329,one month democrat spent president bush spent seven year war iraq war afghanistan hurricane katrina combined,1
5330,im prolife im going apologize becoming prolife ronald reagan followed course henry hyde george herbert walker bush im proud prolife,1
5331,used policy republican party get rid department education finally get charge chance something double size department education,1
5332,iranian mullah took american hostage held american hostage 444 day one hour released one hour ronald reagan taking oath office,1
5333,george bush used signing statement fema bill say dont follow unless choose,1
5334,went back obesity rate existed 1980 would save medicare system trillion dollar,1
5335,repeatedly said many predatory loan made mortgage system target africanamerican latino community,1
5336,obama said proposed 1000 emergency energy rebate enough offset increased cost gas working family next 4 month,1
5337,obama say hell raise tax electricity,1
5338,reduced abortion increased adoption 135 percent,1
5339,obama shunned opportunity talk soldier thank service,1
5340,little doubt weve moved recession point,1
5341,president plan even end withdrawal timeline reached leave place 50000 u troop,1
5342,stimulus bill includes 8 billion highspeed rail project magnetic levitation line la vega disneyland,1
5343,louisiana turning 100 million would require u change unemployment law would actually raised tax louisiana business,1
5344,say obama flipflopped banning handgun,1
5345,holding blackberry mccain campaign adviser say youre looking miracle john mccain helped create,1
5346,said two year ago fannie freddie thing serious problem work,1
5347,anonymous email say hillary clinton advocate communism,1
5348,every single illegal immigrant family country cost 20000 cost u 20000 20000 infrastructural cost pay 10000 tax,1
5349,obama voted critical resource individual body armor helicopter ammunition aircraft,1
5350,proamerican president france show live long enough anything happen world,1
5351,mccain switched obamas position troop afghanistan,1
5352,least year called two additional brigade perhaps three,1
5353,obama never held single senate hearing afghanistan,1
5354,obama say mccain went bermuda pledged protect tax break american corporation hide profit offshore,1
5355,last week senator obamas running mate said get raising tax patriotic,1
5356,obamas ten point plan change second amendmentban use firearm home defense,1
5357,fought bring largest privatesector infrastructure project north american history,1
5358,opponent way million floridian rely wouldve social security tied stock market week,1
5359,barack obama reject everyone white including mother grandparent,1
5360,obama press warns taxman cometh,1
5361,say obama replaced american flag tail plane campaign logo,1
5362,john mccain worry nuclear waste arizona nevada,1
5363,john mccains top foreign policy adviser lobbied republic georgia mccain mirrored position advocated government,1
5364,helped bring peace northern ireland,1
5365,bogged war john mccain suggests might go another 100 year,1
5366,congressional budget office found stimulus bill lead real 01 03 percent reduction gross domestic product 2019,1
5367,salmonella source finally identified fda official wait industry approval could go live peanut recall,1
5368,got solar energy area southwestern desert 100 mile side would enough provide 100 percent electricity need united state america full year,1
5369,mike huckabee supported taxpayerfunded scholarship illegal alien,1
5370,ham cheese sandwich one slice bread responsibility usda ham cheese sandwich two slice bread responsibility food drug administration,1
5371,oddest thing doesnt want america massachusetts mandate health care massachusetts hillarycare doesnt want america,1
5372,member iraq study group either fired quit important commission trying figure way forward iraq,1
5373,whether global warming manmade,1
5374,obamas one education accomplishment legislation teach comprehensive sex education kindergartner,1
5375,provide universal health care,1
5376,barack obamas health care plan would leave 15million american,1
5377,get money active duty officer military personnel,1
5378,saved taxpayer 2billion bogus air force boeing tanker deal people went jail,1
5379,issue issue really hard explain understand voted present anytime anyone raise there always kind explanation,1
5380,hillary clinton health care plan cover every american,1
5381,something common husband never carried caucus either lost one ive lost,1
5382,barack obama opposed bill would saved gianna jessens life,1
5383,mortgage buyback plan proposal sen obamas proposal president bush proposal,1
5384,barack obamas plan call mandate fine small business,1
5385,first obama opposed surge confidently predicted would fail tried prevent funding troop carried surge,1
5386,barack obama promise higher tax sale home,1
5387,senator obama voted 94 time either increase tax tax cut,1
5388,barack obama said he going attack pakistan embrace iranian president mahmoud ahmadinejad,1
5389,8 year clinton major loss democrat across nation,1
5390,say obama called sarah palin pig,1
5391,palin inherited city zero debt left indebtedness 22million,1
5392,john mccain took drug industry,1
5393,john mccain refuse support new bipartisan energy bill would take away tax break oil company like exxon mobil,1
5394,big oil filling john mccains campaign 2million contribution,1
5395,using strategic petroleum reserve,1
5396,obama charge 28 percent tax home sale,1
5397,john mccain consistent pattern ducking important environmental vote,1
5398,committed public financing obama committed public financing,1
5399,obama want child health insurance,1
5400,mailer obama campaign accurately indicates hillary clinton would force uninsured people buy insurance even cant afford,1
5401,others place hand heart obama turn back flag slouch,1
5402,im republican gotten endorsement presidential race major labor union,1
5403,grandfather came home world war ii exhausted burden borne died next day,1
5404,obama held one first meeting political career bill ayerss home theyve worked together various project chicago,1
5405,mccain intervened behalf charles keating federal regulator allowed keating continue fraud incredible cost taxpayer,1
5406,john mccain voted funding troop timeline draw american troop,1
5407,barack obama said 2004 basically agreed way george bush conducting war,1
5408,could point seem get first question time,1
5409,want freeze interest rate five year,1
5410,said barack obama ready commander chief,1
5411,barack obama 96 percent vote solely along party line,1
5412,one man sacrificed country one man opposed flawed strategy iraq one man courage call change one man didnt play politics truth one man stand special interest,1
5413,sen obama always 100 percent prochoice rating,1
5414,illinois legislature barack obama voted present instead yes seven vote involving abortion right,1
5415,george bush sent people war without body armor,1
5416,john mccain saidin december surprised subprime mortgage problem,1
5417,palin support aerial hunting wolf wildlife,1
5418,palin proposed 150 bounty severed foreleg killed wolf,1
5419,send billion dollar foreign country every day addiction foreign oil,1
5420,he endorsed every major newspaper state texas,1
5421,seen hate crime skyrocket wake immigration debate,1
5422,health care reform plan would set limit similar socialized system britain people allowed die treatment would cost 22000,1
5423,john mccain voted bush tax cut time,1
5424,short time united state senate senator new york senator clinton got 500million worth pork barrel project,1
5425,john mccain said economy strong suit,1
5426,hillary clinton agrees john mccain embracing bushcheney policy talking leader dont like,1
5427,hillary clinton actually differed john mccain arguing exception torture changing position,1
5428,president george w bush u spent 13 trillion tax cut wealthy trillion war medicare drug benefit,1
5429,say difference barack obama 35 year experience,1
5430,hillary interned bob treuhaft head california communist party,1
5431,hillary clinton agreed john mccain voting war iraq,1
5432,hillary clinton agrees john mccain voting give george bush benefit doubt iran,1
5433,fortyfive percent american went without needed care cost 2007,1
5434,private healthcare plan must conform government rule participate healthcare exchange,1
5435,flunked dc bar exam,1
5436,four percent american citizen black male 35 percent murder victim,1
5437,doctor nurse hospital even pharmaceutical industry aarp say health reform make sense,1
5438,14000 american lose health insurance every single day,1
5439,job loss per month last three month president bush past three month president obama,1
5440,used tax cut help create 80000 job new mexico,1
5441,corporate profit ceo pay average wage american flat,1
5442,im threestate political solution iraq romney,1
5443,new mexico moved sixth nation job growth,1
5444,greatest income inequality since great depression,1
5445,new mexico 46th teacher pay elected 29th,1
5446,tommy thompson father welfare reform creating groundbreaking wisconsin work program wisconsin became model national international reform,1
5447,tommy thompson created first school choice program nation giving thousand milwaukee student choice go school matter live much money parent make,1
5448,halfway fiscal year 2009 washington run money,1
5449,venezuela country whose defense budget probably 1600th united state,1
5450,president obama actually increasing bushera defense spending 21 billion new fiscal year,1
5451,congress shoveled 700 billion troubled asset relief program 325 billion spent without purchasing toxic asset,1
5452,2008 deadliest year war afghanistan american force,1
5453,republican leadership budget proposal doesnt contain number,1
5454,employee free choice act mandate elimination secret ballot,1
5455,obamas budget plan would take national debt 80 percent gross national product historically 40 percent,1
5456,proposed budget would cut deficit half end first term,1
5457,obamas proposed budget double debt five year triple 10 year,1
5458,warren buffett still support,1
5459,told gay organizer massachusetts would stronger advocate special right even ted kennedy,1
5460,twothirds economy consumer economy,1
5461,romney used favor gun control said didnt want go back reaganbush,1
5462,mitt romney previously believed abortion safe legal country prolife,1
5463,said he republican candidate who actually turned around government economy,1
5464,also support bush tax cut sen mccain voted originally belief made permanent im glad agrees made permanent,1
5465,1990s time prosperity created 22million new job moved 8million people poverty turned economy around,1
5466,coal reserve united state oil reserve saudi arabia,1
5467,40 50 percent tax filer owe income tax,1
5468,medicare spends 15billion year subsidy insurance company,1
5469,centerpiece senator mccains education policy increase voucher program dc 2000 slot,1
5470,voted twice budget resolution increase tax individual making 42000 year,1
5471,obama said would unilaterally renegotiate north american free trade agreement,1
5472,ronald reagan met gorbachev kennedy met khruschev nixon met mao folk done horrendous damage country country,1
5473,obama voted support president bush 40 50 percent time past two year,1
5474,john mccain decided stand george bush 95 percent time last year,1
5475,john mccain led nonproliferation issue chance senate,1
5476,there rationing bill,1
5477,know hillary occasion said last year said nafta boon economy,1
5478,dont count illegal alien people qualify insurance people make 75000 year leaf 15 million people uninsured,1
5479,bill ayers obama ran radical education foundation together,1
5480,barack obama voted born alive legislation illinois virtually identical federal law,1
5481,sen obama iraq,1
5482,uncle part first american troop go auschwitz liberate concentration camp,1
5483,mccain hired biggest lobbyist washington run campaign,1
5484,mccain questioned hiring lobbyist campaign staff top lobbyist actually nerve say american people wont care,1
5485,ten year ago john mccain offered bill said would ban candidate paying registered lobbyist,1
5486,sen obama declared repeatedly reaffirmed intention meet president iran without precondition,1
5487,nearly 46 million american dont health insurance coverage today,1
5488,pregnant woman trying buy health insurance barred maternity coverage preexisting condition,1
5489,nato hasnt provided enough troop afghanistan still angry u going iraq,1
5490,obama voted funding nation veteran troop field time war,1
5491,mccain sought political support minister john hagee belief hurricane katrina god punishment gay right called catholic church antichrist false cult,1
5492,preventive care save government money,1
5493,obamas plan health care reform end exorbitant outofpocket expense deductible copays,1
5494,health care reform affect veteran benefit,1
5495,health care plan member congress better janitor clean office,1
5496,every committee health care bill considered democrat voted amendment would require member congress staff take governmentrun public option health care plan,1
5497,delivered tax relief republican combined,1
5498,barack obama one biggest supporter term funding exelon corporation spent million dollar trying make yucca mountain waste depository,1
5499,he candidate fight national catastrophe fund reduce insurance rate,1
5500,say mccain hanoi hilton songbird collaborated enemy,1
5501,2005 energy bill big step backwards path clean renewable energy thats voted,1
5502,im proud fact ive raised money small donor anybody else getting 25 50 100 donation weve done well way,1
5503,believe senator clinton youve raised money people oil gas industry candidate democrat republican,1
5504,never asked received single earmark pork barrel project state,1
5505,barack obama said 2004 difference obama george bush war,1
5506,took worst road system country according trucker magazine left said improved road system country,1
5507,many health insurance plan cover viagra wont cover birthcontrol medication,1
5508,barack obama want government take health care spend hundred billion dollar new money health insurance everyone,1
5509,secretary department energy former president bill clinton created reserve home heating oil,1
5510,barack obamas middle name mohammed he covert muslim,1
